payment_id_pk,customer_id_fk,payment_method,date_payment,amount
5896,9753,from terminal,2020-10-08 11:38 PM,23.0
5897,11596,bank card,2020-11-08 11:39 PM,27.0
5898,832,from terminal,2020-06-08 11:41 PM,50.0
5899,7063,bank card,2020-02-08 11:45 PM,50.0
5900,9740,from terminal,2020-10-08 11:53 PM,90.0
5901,13991,from terminal,2020-07-08 11:56 PM,90.0
5902,1274,bank card,2020-06-08 12:02 PM,15.0
5903,7090,from another phone,2020-11-08 12:06 PM,15.0
5904,2932,bank card,2020-10-08 12:08 PM,21.0
5905,7769,from terminal,2020-09-08 12:15 PM,20.0
5906,5977,bank card,2020-08-08 12:17 PM,50.0
5907,6254,bank card,2020-12-08 12:32 PM,24.0
5908,8228,from terminal,2020-10-08 12:35 PM,18.0
5909,2825,bank card,2020-02-08 12:37 PM,24.0
5910,2790,bank card,2020-02-08 12:38 PM,140.0
5911,3826,from terminal,2020-12-08 12:50 PM,28.0
5912,6843,bank card,2020-08-08 12:54 PM,26.0
5913,10519,bank card,2020-10-08 12:57 PM,22.0
5914,8240,from terminal,2021-07-08 01:06 AM,50.0
5915,11503,from another phone,2021-10-08 01:13 AM,21.0
5916,6331,bank card,2021-01-08 01:14 AM,23.0
5917,1686,from another phone,2021-01-08 01:15 AM,27.0
5918,13535,bank card,2021-07-08 01:16 AM,27.0
5919,10529,from terminal,2021-01-08 01:17 AM,90.0
5920,1751,bank card,2021-12-08 01:20 AM,50.0
5921,12311,bank card,2021-10-08 01:28 AM,20.0
5922,8658,bank card,2021-03-08 01:39 AM,22.0
5923,4336,bank card,2021-06-08 01:41 AM,15.0
5924,7907,bank card,2021-12-08 01:43 AM,17.0
5925,7606,bank card,2021-08-08 01:46 AM,90.0
5926,3340,bank card,2021-12-08 01:47 AM,90.0
5927,6947,bank card,2021-12-08 01:48 AM,23.0
5928,2340,bank card,2021-05-08 01:51 AM,24.0
5929,3628,bank card,2021-03-08 01:54 AM,50.0
5930,7606,bank card,2021-09-08 01:54 AM,26.0
5931,322,bank card,2021-09-08 02:02 AM,140.0
5932,2571,bank card,2021-07-08 02:06 AM,21.0
5933,5522,bank card,2021-07-08 02:09 AM,17.0
5934,7611,from another phone,2021-12-08 02:09 AM,26.0
5935,2650,bank card,2021-01-08 02:10 AM,21.0
5936,3117,bank card,2021-09-08 02:15 AM,19.0
5937,151,from terminal,2021-01-08 02:21 AM,50.0
5938,10418,bank card,2021-11-08 02:29 AM,23.0
5939,11982,bank card,2021-05-08 02:35 AM,24.0
5940,904,bank card,2021-05-08 02:41 AM,23.0
5941,11926,bank card,2021-01-08 02:41 AM,23.0
5942,9529,bank card,2021-10-08 02:49 AM,50.0
5943,6979,bank card,2021-11-08 02:51 AM,140.0
5944,5688,bank card,2021-10-08 02:54 AM,23.0
5945,6093,bank card,2021-08-08 02:56 AM,24.0
5946,5693,bank card,2021-09-08 03:01 AM,15.0
5947,13725,from another phone,2021-03-08 03:04 AM,20.0
5948,8660,bank card,2021-01-08 03:05 AM,90.0
5949,12484,bank card,2021-08-08 03:06 AM,23.0
5950,6121,bank card,2021-10-08 03:16 AM,24.0
5951,6792,bank card,2021-11-08 03:19 AM,23.0
5952,5669,bank card,2021-03-08 03:22 AM,21.0
5953,12278,from terminal,2021-04-08 03:30 AM,26.0
5954,10411,bank card,2021-11-08 03:34 AM,23.0
5955,13527,bank card,2021-06-08 03:40 AM,19.0
5956,8501,bank card,2021-11-08 03:43 AM,23.0
5957,10130,bank card,2021-10-08 03:44 AM,90.0
5958,6878,bank card,2021-01-08 03:53 AM,19.0
5959,5353,bank card,2021-07-08 04:00 AM,19.0
5960,1571,bank card,2021-02-08 04:16 AM,27.0
5961,5062,bank card,2021-08-08 04:21 AM,18.0
5962,12477,from another phone,2021-10-08 04:25 AM,22.0
5963,5695,bank card,2021-04-08 04:26 AM,24.0
5964,6516,from terminal,2021-06-08 04:30 AM,21.0
5965,9265,from terminal,2021-10-08 04:30 AM,22.0
5966,5189,from another phone,2021-07-08 04:38 AM,25.0
5967,1582,from terminal,2021-06-08 04:46 AM,25.0
5968,7698,bank card,2021-10-08 04:47 AM,90.0
5969,2231,from terminal,2021-11-08 04:48 AM,22.0
5970,13453,from terminal,2021-01-08 04:56 AM,26.0
5971,4543,from terminal,2021-12-08 05:04 AM,20.0
5972,11398,bank card,2021-09-08 05:08 AM,15.0
5973,3683,from another phone,2021-02-08 05:09 AM,18.0
5974,9949,from terminal,2021-12-08 05:11 AM,27.0
5975,11161,bank card,2021-02-08 05:12 AM,25.0
5976,1405,bank card,2021-06-08 05:14 AM,50.0
5977,10319,bank card,2021-07-08 05:15 AM,26.0
5978,12352,from terminal,2021-11-08 05:20 AM,21.0
5979,13313,bank card,2021-06-08 05:22 AM,21.0
5980,10453,from terminal,2021-07-08 05:22 AM,22.0
5981,11265,bank card,2021-04-08 05:25 AM,15.0
5982,13459,bank card,2021-03-08 05:33 AM,22.0
5983,1865,from terminal,2021-05-08 05:38 AM,24.0
5984,4423,bank card,2021-09-08 05:47 AM,22.0
5985,8543,bank card,2021-09-08 05:47 AM,24.0
5986,8424,bank card,2021-09-08 05:49 AM,140.0
5987,1489,bank card,2021-12-08 05:58 AM,15.0
5988,7403,bank card,2021-06-08 05:58 AM,15.0
5989,5921,bank card,2021-09-08 06:07 AM,23.0
5990,4329,from terminal,2021-04-08 06:07 AM,24.0
5991,12628,bank card,2021-01-08 06:09 AM,10.0
5992,13231,bank card,2021-10-08 06:11 AM,15.0
5993,5020,from terminal,2021-02-08 06:15 AM,18.0
5994,188,bank card,2021-03-08 06:17 AM,24.0
5995,5622,bank card,2021-11-08 06:25 AM,24.0
5996,8128,bank card,2021-04-08 06:32 AM,23.0
5997,11094,from another phone,2021-03-08 06:32 AM,21.0
5998,12303,bank card,2021-06-08 06:37 AM,23.0
5999,3743,bank card,2021-03-08 06:37 AM,50.0
6000,3896,from terminal,2021-07-08 06:44 AM,26.0
6001,1135,from terminal,2021-02-08 06:44 AM,15.0
6002,12265,bank card,2021-02-08 06:50 AM,22.0
6003,7528,bank card,2021-10-08 06:51 AM,140.0
6004,9228,from another phone,2021-02-08 06:54 AM,18.0
6005,3215,bank card,2021-12-08 06:55 AM,21.0
6006,552,bank card,2021-07-08 07:12 AM,50.0
6007,9104,bank card,2021-04-08 07:12 AM,22.0
6008,4942,bank card,2021-12-08 07:15 AM,27.0
6009,8170,from terminal,2021-10-08 07:15 AM,23.0
6010,9911,bank card,2021-02-08 07:19 AM,50.0
6011,13119,bank card,2021-02-08 07:22 AM,50.0
6012,12610,bank card,2021-11-08 07:22 AM,10.0
6013,8785,bank card,2021-04-08 07:23 AM,15.0
6014,4443,bank card,2021-03-08 07:23 AM,24.0
6015,3747,bank card,2021-08-08 07:35 AM,23.0
6016,8360,bank card,2021-12-08 07:37 AM,23.0
6017,6423,bank card,2021-03-08 07:37 AM,50.0
6018,9549,bank card,2021-09-08 07:43 AM,22.0
6019,3558,bank card,2021-01-08 07:45 AM,25.0
6020,11669,bank card,2021-05-08 07:46 AM,23.0
6021,11153,from terminal,2021-01-08 07:52 AM,21.0
6022,10133,bank card,2021-05-08 07:55 AM,10.0
6023,7474,bank card,2021-11-08 07:56 AM,19.0
6024,2382,bank card,2021-10-08 07:59 AM,90.0
6025,2582,bank card,2021-03-08 08:00 AM,19.0
6026,2639,bank card,2021-03-08 08:00 AM,23.0
6027,6922,bank card,2021-11-08 08:04 AM,90.0
6028,4053,bank card,2021-03-08 08:13 AM,50.0
6029,12509,from terminal,2021-06-08 08:15 AM,22.0
6030,9807,from another phone,2021-09-08 08:18 AM,50.0
6031,7669,from terminal,2021-08-08 08:21 AM,22.0
6032,9761,bank card,2021-09-08 08:25 AM,21.0
6033,1627,bank card,2021-08-08 08:28 AM,19.0
6034,13398,bank card,2021-12-08 08:29 AM,90.0
6035,7238,from terminal,2021-01-08 08:35 AM,19.0
6036,3273,from terminal,2021-12-08 08:37 AM,22.0
6037,6221,from another phone,2021-07-08 08:39 AM,140.0
6038,6417,bank card,2021-07-08 08:41 AM,50.0
6039,5714,bank card,2021-01-08 08:43 AM,21.0
6040,3954,bank card,2021-04-08 08:44 AM,25.0
6041,13467,bank card,2021-07-08 08:44 AM,21.0
6042,2161,bank card,2021-05-08 08:46 AM,25.0
6043,1548,bank card,2021-04-08 08:55 AM,15.0
6044,2559,from terminal,2021-01-08 09:01 AM,24.0
6045,267,bank card,2021-01-08 09:02 AM,22.0
6046,11605,bank card,2021-08-08 09:04 AM,22.0
6047,7892,bank card,2021-08-08 09:04 AM,90.0
6048,9116,from another phone,2021-10-08 09:11 AM,25.0
6049,3364,bank card,2021-01-08 09:26 AM,22.0
6050,12470,bank card,2021-01-08 09:32 AM,24.0
6051,4253,bank card,2021-07-08 09:32 AM,26.0
6052,3653,bank card,2021-06-08 09:33 AM,25.0
6053,12012,from terminal,2021-10-08 09:33 AM,90.0
6054,13044,from terminal,2021-11-08 09:40 AM,21.0
6055,2737,bank card,2021-04-08 09:40 AM,140.0
6056,6706,bank card,2021-12-08 09:40 AM,21.0
6057,8181,bank card,2021-06-08 09:41 AM,24.0
6058,11474,bank card,2021-10-08 09:42 AM,22.0
6059,4171,bank card,2021-05-08 09:45 AM,23.0
6060,352,bank card,2021-09-08 09:48 AM,23.0
6061,9825,from terminal,2021-11-08 09:52 AM,22.0
6062,12416,bank card,2021-10-08 09:59 AM,28.0
6063,1385,bank card,2021-06-08 10:08 AM,27.0
6064,9672,from terminal,2021-07-08 10:09 AM,140.0
6065,13799,bank card,2021-08-08 10:16 AM,50.0
6066,4587,bank card,2021-05-08 10:20 AM,24.0
6067,6906,from terminal,2021-08-08 10:26 AM,50.0
6068,13979,bank card,2021-04-08 10:32 AM,140.0
6069,5161,bank card,2021-02-08 10:34 AM,15.0
6070,6947,bank card,2021-06-08 10:48 AM,28.0
6071,9696,from another phone,2021-08-08 10:48 AM,24.0
6072,12494,bank card,2021-10-08 10:53 AM,27.0
6073,4538,bank card,2021-10-08 11:05 AM,22.0
6074,9991,bank card,2021-09-08 11:06 AM,24.0
6075,7375,bank card,2021-04-08 11:08 AM,90.0
6076,6778,bank card,2021-12-08 11:19 AM,20.0
6077,6750,from terminal,2021-03-08 11:21 AM,140.0
6078,4265,bank card,2021-02-08 11:24 AM,50.0
6079,13035,bank card,2021-07-08 11:26 AM,22.0
6080,3682,from terminal,2021-08-08 11:27 AM,28.0
6081,13676,from terminal,2021-06-08 11:28 AM,28.0
6082,8762,bank card,2021-02-08 11:33 AM,10.0
6083,1819,bank card,2021-04-08 11:37 AM,25.0
6084,12595,from another phone,2021-09-08 11:39 AM,23.0
6085,2725,bank card,2021-01-08 11:40 AM,29.0
6086,5274,from terminal,2021-06-08 11:45 AM,50.0
6087,8995,from terminal,2021-10-08 11:55 AM,50.0
6088,668,bank card,2021-10-08 12:05 AM,21.0
6089,5499,from terminal,2021-11-08 12:09 AM,15.0
6090,1335,from another phone,2021-10-08 12:11 AM,23.0
6091,12852,bank card,2021-01-08 12:15 AM,21.0
6092,1165,from another phone,2021-10-08 12:16 AM,24.0
6093,10004,from terminal,2021-02-08 12:23 AM,21.0
6094,11461,from terminal,2021-09-08 12:29 AM,21.0
6095,10698,bank card,2021-09-08 12:32 AM,90.0
6096,226,bank card,2021-09-08 12:38 AM,24.0
6097,7761,bank card,2021-09-08 12:42 AM,21.0
6098,11592,bank card,2021-06-08 12:45 AM,20.0
6099,12399,bank card,2021-12-08 12:50 AM,15.0
6100,11664,from terminal,2021-06-08 12:57 AM,50.0
6101,3801,bank card,2021-09-08 01:00 PM,90.0
6102,703,bank card,2021-03-08 01:08 PM,25.0
6103,6022,bank card,2021-02-08 01:10 PM,21.0
6104,6344,bank card,2021-08-08 01:13 PM,23.0
6105,1878,bank card,2021-03-08 01:25 PM,21.0
6106,10315,bank card,2021-01-08 01:28 PM,22.0
6107,4357,bank card,2021-06-08 01:33 PM,23.0
6108,2926,from terminal,2021-06-08 01:40 PM,24.0
6109,3741,bank card,2021-10-08 01:43 PM,26.0
6110,7405,bank card,2021-07-08 01:45 PM,22.0
6111,10452,bank card,2021-08-08 01:47 PM,15.0
6112,6786,from terminal,2021-08-08 01:47 PM,50.0
6113,1321,bank card,2021-10-08 01:50 PM,15.0
6114,11541,bank card,2021-08-08 02:01 PM,21.0
6115,2165,bank card,2021-03-08 02:05 PM,28.0
6116,10663,bank card,2021-07-08 02:06 PM,22.0
6117,12958,bank card,2021-10-08 02:09 PM,22.0
6118,11050,bank card,2021-08-08 02:11 PM,50.0
6119,6585,bank card,2021-08-08 02:16 PM,21.0
6120,12163,bank card,2021-07-08 02:24 PM,22.0
6121,9438,bank card,2021-08-08 02:24 PM,20.0
6122,7479,bank card,2021-12-08 02:25 PM,50.0
6123,6921,bank card,2021-01-08 02:26 PM,22.0
6124,4310,from terminal,2021-01-08 02:41 PM,22.0
6125,1649,from another phone,2021-07-08 02:44 PM,24.0
6126,13565,bank card,2021-07-08 02:51 PM,22.0
6127,5034,from another phone,2021-01-08 02:53 PM,25.0
6128,13441,from terminal,2021-06-08 02:58 PM,17.0
6129,7918,from terminal,2021-09-08 03:05 PM,50.0
6130,5561,from terminal,2021-02-08 03:06 PM,19.0
6131,10255,bank card,2021-07-08 03:06 PM,22.0
6132,13010,from terminal,2021-06-08 03:11 PM,19.0
6133,1843,bank card,2021-04-08 03:13 PM,15.0
6134,12973,from terminal,2021-07-08 03:19 PM,24.0
6135,6636,bank card,2021-06-08 03:20 PM,140.0
6136,11168,bank card,2021-06-08 03:32 PM,140.0
6137,7986,bank card,2021-06-08 03:34 PM,22.0
6138,2278,from another phone,2021-01-08 03:35 PM,23.0
6139,9573,bank card,2021-09-08 03:35 PM,28.0
6140,2409,bank card,2021-09-08 03:36 PM,15.0
6141,7853,from terminal,2021-07-08 03:40 PM,22.0
6142,10404,bank card,2021-01-08 03:50 PM,18.0
6143,12453,from terminal,2021-09-08 03:55 PM,25.0
6144,5415,bank card,2021-10-08 04:04 PM,25.0
6145,13325,bank card,2021-02-08 04:14 PM,140.0
6146,11893,bank card,2021-10-08 04:15 PM,17.0
6147,5631,bank card,2021-01-08 04:18 PM,23.0
6148,9330,from terminal,2021-06-08 04:19 PM,23.0
6149,1660,bank card,2021-11-08 04:24 PM,18.0
6150,7603,from another phone,2021-03-08 04:25 PM,22.0
6151,13098,bank card,2021-06-08 04:27 PM,20.0
6152,7919,bank card,2021-09-08 04:29 PM,20.0
6153,10518,bank card,2021-06-08 04:29 PM,50.0
6154,4056,bank card,2021-06-08 04:31 PM,50.0
6155,3872,bank card,2021-09-08 04:36 PM,27.0
6156,3767,bank card,2021-11-08 04:38 PM,15.0
6157,231,bank card,2021-01-08 04:43 PM,10.0
6158,6213,bank card,2021-05-08 04:43 PM,19.0
6159,10748,from terminal,2021-03-08 05:00 PM,24.0
6160,5418,from terminal,2021-01-08 05:01 PM,18.0
6161,2745,bank card,2021-01-08 05:03 PM,90.0
6162,12096,bank card,2021-01-08 05:03 PM,25.0
6163,6595,bank card,2021-08-08 05:06 PM,21.0
6164,288,bank card,2021-01-08 05:09 PM,22.0
6165,7361,bank card,2021-03-08 05:10 PM,22.0
6166,10623,from terminal,2021-01-08 05:11 PM,90.0
6167,6525,bank card,2021-01-08 05:17 PM,90.0
6168,3733,bank card,2021-11-08 05:20 PM,22.0
6169,7278,from terminal,2021-07-08 05:21 PM,50.0
6170,377,bank card,2021-01-08 05:22 PM,15.0
6171,7360,bank card,2021-02-08 05:25 PM,90.0
6172,2065,from terminal,2021-09-08 05:28 PM,23.0
6173,12564,from another phone,2021-09-08 05:31 PM,20.0
6174,7670,bank card,2021-07-08 05:32 PM,21.0
6175,9690,bank card,2021-11-08 05:42 PM,19.0
6176,5985,bank card,2021-09-08 05:53 PM,90.0
6177,11606,from another phone,2021-10-08 05:56 PM,140.0
6178,8674,bank card,2021-02-08 06:08 PM,50.0
6179,7310,from another phone,2021-05-08 06:09 PM,50.0
6180,536,bank card,2021-10-08 06:15 PM,23.0
6181,5749,bank card,2021-08-08 06:16 PM,24.0
6182,12468,from another phone,2021-04-08 06:27 PM,26.0
6183,10596,bank card,2021-01-08 06:27 PM,21.0
6184,9485,bank card,2021-10-08 06:27 PM,22.0
6185,13483,from another phone,2021-10-08 06:28 PM,50.0
6186,2975,bank card,2021-02-08 06:29 PM,21.0
6187,8639,from another phone,2021-12-08 06:31 PM,90.0
6188,13780,bank card,2021-04-08 06:41 PM,21.0
6189,3765,from terminal,2021-05-08 06:45 PM,25.0
6190,7227,bank card,2021-02-08 06:50 PM,50.0
6191,10559,bank card,2021-09-08 06:55 PM,27.0
6192,546,bank card,2021-01-08 06:56 PM,50.0
6193,11982,bank card,2021-12-08 07:01 PM,21.0
6194,2965,from terminal,2021-10-08 07:02 PM,23.0
6195,13924,bank card,2021-07-08 07:06 PM,25.0
6196,12298,from another phone,2021-09-08 07:09 PM,90.0
6197,5018,bank card,2021-09-08 07:18 PM,26.0
6198,3341,bank card,2021-03-08 07:34 PM,140.0
6199,6056,bank card,2021-01-08 07:36 PM,50.0
6200,7007,from terminal,2021-12-08 07:36 PM,50.0
6201,1268,bank card,2021-09-08 07:40 PM,27.0
6202,7449,from another phone,2021-05-08 07:47 PM,15.0
6203,11034,from terminal,2021-02-08 07:57 PM,20.0
6204,875,from terminal,2021-06-08 07:57 PM,26.0
6205,2812,bank card,2021-12-08 07:59 PM,24.0
6206,8487,bank card,2021-05-08 08:00 PM,10.0
6207,5128,from another phone,2021-05-08 08:02 PM,15.0
6208,196,bank card,2021-07-08 08:05 PM,20.0
6209,1610,bank card,2021-02-08 08:05 PM,22.0
6210,8567,bank card,2021-03-08 08:11 PM,15.0
6211,11963,bank card,2021-11-08 08:13 PM,21.0
6212,9764,bank card,2021-12-08 08:14 PM,16.0
6213,5990,bank card,2021-08-08 08:19 PM,27.0
6214,7186,bank card,2021-12-08 08:20 PM,22.0
6215,3297,bank card,2021-07-08 08:22 PM,50.0
6216,2991,bank card,2021-09-08 08:26 PM,25.0
6217,13043,bank card,2021-01-08 08:30 PM,24.0
6218,4116,bank card,2021-11-08 08:31 PM,15.0
6219,3375,bank card,2021-01-08 08:36 PM,21.0
6220,11400,bank card,2021-09-08 08:37 PM,140.0
6221,2630,from terminal,2021-01-08 08:47 PM,21.0
6222,3410,bank card,2021-04-08 08:47 PM,25.0
6223,9554,bank card,2021-02-08 08:50 PM,50.0
6224,9706,bank card,2021-06-08 08:53 PM,15.0
6225,5975,bank card,2021-11-08 08:57 PM,19.0
6226,175,from terminal,2021-05-08 08:59 PM,28.0
6227,5898,bank card,2021-11-08 09:04 PM,23.0
6228,12349,bank card,2021-07-08 09:08 PM,50.0
6229,13721,bank card,2021-01-08 09:11 PM,50.0
6230,2169,bank card,2021-07-08 09:14 PM,10.0
6231,11673,bank card,2021-12-08 09:16 PM,15.0
6232,6385,bank card,2021-01-08 09:18 PM,90.0
6233,11165,bank card,2021-05-08 09:26 PM,15.0
6234,12362,from terminal,2021-09-08 09:29 PM,15.0
6235,9214,bank card,2021-01-08 09:34 PM,19.0
6236,13505,bank card,2021-06-08 09:39 PM,22.0
6237,5235,bank card,2021-12-08 09:40 PM,15.0
6238,5641,from terminal,2021-02-08 09:46 PM,140.0
6239,1750,bank card,2021-07-08 09:48 PM,50.0
6240,617,from terminal,2021-04-08 09:52 PM,140.0
6241,13042,from terminal,2021-01-08 09:52 PM,23.0
6242,5492,bank card,2021-07-08 09:54 PM,15.0
6243,8157,bank card,2021-06-08 09:56 PM,20.0
6244,8320,bank card,2021-07-08 09:57 PM,24.0
6245,11265,bank card,2021-06-08 10:04 PM,25.0
6246,3776,bank card,2021-03-08 10:09 PM,21.0
6247,3974,bank card,2021-06-08 10:13 PM,90.0
6248,6039,from terminal,2021-08-08 10:14 PM,25.0
6249,8750,bank card,2021-02-08 10:16 PM,90.0
6250,10455,from terminal,2021-08-08 10:20 PM,22.0
6251,4428,bank card,2021-10-08 10:20 PM,20.0
6252,11513,from terminal,2021-04-08 10:23 PM,23.0
6253,6108,bank card,2021-10-08 10:25 PM,90.0
6254,2320,bank card,2021-07-08 10:30 PM,22.0
6255,1097,bank card,2021-11-08 10:32 PM,19.0
6256,7619,bank card,2021-07-08 10:35 PM,15.0
6257,3583,bank card,2021-01-08 10:36 PM,23.0
6258,8855,bank card,2021-10-08 10:37 PM,23.0
6259,224,from terminal,2021-04-08 10:41 PM,50.0
6260,266,bank card,2021-02-08 10:43 PM,23.0
6261,9748,bank card,2021-12-08 10:56 PM,15.0
6262,3831,bank card,2021-05-08 10:58 PM,90.0
6263,13136,bank card,2021-05-08 11:08 PM,25.0
6264,11557,bank card,2021-04-08 11:11 PM,50.0
6265,12907,from another phone,2021-05-08 11:17 PM,20.0
6266,13565,bank card,2021-02-08 11:23 PM,21.0
6267,13925,bank card,2021-12-08 11:23 PM,21.0
6268,7601,bank card,2021-02-08 11:25 PM,22.0
6269,13533,from terminal,2021-12-08 11:27 PM,23.0
6270,11234,bank card,2021-06-08 11:29 PM,50.0
6271,4314,from terminal,2021-06-08 11:30 PM,50.0
6272,9874,bank card,2021-06-08 11:32 PM,50.0
6273,5735,bank card,2021-01-08 11:35 PM,25.0
6274,9179,from terminal,2021-01-08 11:36 PM,20.0
6275,4651,bank card,2021-11-08 11:39 PM,140.0
6276,9159,bank card,2021-11-08 11:39 PM,22.0
6277,6882,bank card,2021-08-08 11:40 PM,50.0
6278,6486,bank card,2021-06-08 11:42 PM,22.0
6279,5998,bank card,2021-03-08 11:44 PM,24.0
6280,9931,bank card,2021-09-08 11:51 PM,21.0
6281,3377,bank card,2021-05-08 11:53 PM,23.0
6282,2904,bank card,2021-01-08 11:53 PM,27.0
6283,9337,bank card,2021-12-08 11:54 PM,50.0
6284,5744,bank card,2021-12-08 12:01 PM,27.0
6285,4424,bank card,2021-11-08 12:03 PM,26.0
6286,12212,from another phone,2021-06-08 12:05 PM,25.0
6287,672,bank card,2021-07-08 12:08 PM,24.0
6288,5746,bank card,2021-05-08 12:09 PM,50.0
6289,13524,bank card,2021-02-08 12:11 PM,26.0
6290,2086,from another phone,2021-12-08 12:12 PM,50.0
6291,7446,from terminal,2021-08-08 12:14 PM,50.0
6292,12240,bank card,2021-08-08 12:18 PM,15.0
6293,8549,bank card,2021-12-08 12:23 PM,22.0
6294,13137,bank card,2021-05-08 12:28 PM,22.0
6295,5902,from terminal,2021-04-08 12:28 PM,21.0
6296,12575,bank card,2021-02-08 12:35 PM,50.0
6297,830,bank card,2021-04-08 12:41 PM,24.0
6298,2512,from terminal,2021-05-08 12:43 PM,25.0
6299,8949,from terminal,2021-10-08 12:43 PM,19.0
6300,11215,bank card,2021-11-08 12:46 PM,20.0
6301,536,bank card,2021-04-08 12:46 PM,18.0
6302,12580,bank card,2021-09-08 12:46 PM,50.0
6303,11337,from another phone,2021-09-08 12:48 PM,50.0
6304,7268,bank card,2020-03-09 01:12 AM,24.0
6305,13967,bank card,2020-01-09 01:15 AM,23.0
6306,11515,from another phone,2020-09-09 01:21 AM,20.0
6307,10807,from terminal,2020-08-09 01:23 AM,15.0
6308,11151,from terminal,2020-09-09 01:29 AM,15.0
6309,3895,bank card,2020-05-09 01:36 AM,16.0
6310,11136,bank card,2020-03-09 01:37 AM,23.0
6311,4185,bank card,2020-11-09 01:44 AM,21.0
6312,5654,bank card,2020-01-09 01:48 AM,22.0
6313,12923,bank card,2020-11-09 01:52 AM,50.0
6314,13116,bank card,2020-04-09 01:54 AM,23.0
6315,8964,bank card,2020-12-09 01:56 AM,21.0
6316,7400,bank card,2020-02-09 01:57 AM,15.0
6317,11956,from terminal,2020-04-09 01:58 AM,25.0
6318,1228,from another phone,2020-06-09 02:01 AM,50.0
6319,7975,bank card,2020-01-09 02:16 AM,15.0
6320,8706,bank card,2020-12-09 02:19 AM,22.0
6321,9697,from terminal,2020-06-09 02:22 AM,50.0
6322,13702,bank card,2020-06-09 02:31 AM,30.0
6323,8422,bank card,2020-09-09 02:35 AM,24.0
6324,9172,bank card,2020-08-09 02:42 AM,20.0
6325,10469,from another phone,2020-02-09 02:43 AM,26.0
6326,442,bank card,2020-12-09 02:44 AM,22.0
6327,3324,from terminal,2020-07-09 02:45 AM,25.0
6328,5812,from terminal,2020-05-09 02:50 AM,25.0
6329,1078,from terminal,2020-02-09 02:51 AM,22.0
6330,4080,from terminal,2020-05-09 02:53 AM,26.0
6331,4319,from terminal,2020-06-09 02:57 AM,50.0
6332,11449,bank card,2020-01-09 02:58 AM,21.0
6333,10785,bank card,2020-06-09 02:59 AM,15.0
6334,8481,bank card,2020-06-09 03:01 AM,22.0
6335,9193,from terminal,2020-10-09 03:10 AM,90.0
6336,2494,bank card,2020-08-09 03:11 AM,26.0
6337,11169,bank card,2020-01-09 03:21 AM,15.0
6338,7214,bank card,2020-08-09 03:29 AM,22.0
6339,10048,from terminal,2020-11-09 03:34 AM,23.0
6340,4116,from another phone,2020-08-09 03:42 AM,23.0
6341,7107,bank card,2020-06-09 03:48 AM,21.0
6342,13928,bank card,2020-08-09 03:48 AM,15.0
6343,6272,bank card,2020-08-09 03:49 AM,24.0
6344,10131,bank card,2020-04-09 03:51 AM,15.0
6345,7384,from terminal,2020-02-09 03:59 AM,18.0
6346,11840,from terminal,2020-01-09 03:59 AM,22.0
6347,2822,bank card,2020-01-09 04:00 AM,15.0
6348,488,bank card,2020-01-09 04:01 AM,50.0
6349,10314,bank card,2020-12-09 04:06 AM,24.0
6350,7570,from terminal,2020-04-09 04:14 AM,15.0
6351,2669,bank card,2020-10-09 04:19 AM,24.0
6352,11148,bank card,2020-07-09 04:20 AM,22.0
6353,6760,bank card,2020-06-09 04:23 AM,24.0
6354,5878,bank card,2020-08-09 04:29 AM,19.0
6355,2430,bank card,2020-12-09 04:30 AM,15.0
6356,4810,bank card,2020-06-09 04:31 AM,22.0
6357,3641,bank card,2020-04-09 04:32 AM,15.0
6358,4645,from another phone,2020-12-09 04:32 AM,15.0
6359,2010,from terminal,2020-03-09 04:34 AM,24.0
6360,1316,bank card,2020-09-09 04:35 AM,26.0
6361,10367,from terminal,2020-10-09 04:35 AM,21.0
6362,7681,bank card,2020-02-09 04:36 AM,23.0
6363,13173,bank card,2020-10-09 04:38 AM,25.0
6364,13107,bank card,2020-08-09 04:40 AM,140.0
6365,5402,bank card,2020-09-09 04:42 AM,22.0
6366,7042,bank card,2020-08-09 04:44 AM,90.0
6367,10869,bank card,2020-09-09 04:45 AM,140.0
6368,1293,bank card,2020-07-09 04:59 AM,23.0
6369,10268,bank card,2020-01-09 05:12 AM,25.0
6370,811,bank card,2020-04-09 05:14 AM,90.0
6371,3528,bank card,2020-07-09 05:22 AM,20.0
6372,6904,bank card,2020-08-09 05:26 AM,22.0
6373,3908,bank card,2020-11-09 05:27 AM,23.0
6374,12611,bank card,2020-10-09 05:30 AM,15.0
6375,1920,from another phone,2020-03-09 05:32 AM,23.0
6376,11663,bank card,2020-06-09 05:33 AM,21.0
6377,13049,bank card,2020-07-09 05:36 AM,23.0
6378,10249,bank card,2020-03-09 05:39 AM,90.0
6379,2291,bank card,2020-10-09 05:39 AM,15.0
6380,11740,bank card,2020-06-09 05:40 AM,15.0
6381,12664,bank card,2020-06-09 05:41 AM,23.0
6382,13545,bank card,2020-03-09 05:48 AM,22.0
6383,9036,from another phone,2020-03-09 05:50 AM,23.0
6384,1676,bank card,2020-02-09 05:54 AM,22.0
6385,13920,from another phone,2020-07-09 05:55 AM,27.0
6386,2617,bank card,2020-03-09 05:57 AM,25.0
6387,3095,bank card,2020-08-09 06:05 AM,15.0
6388,763,bank card,2020-10-09 06:09 AM,22.0
6389,1962,from terminal,2020-07-09 06:12 AM,21.0
